,author_id,created_at,edit_history_tweet_ids,id,text
80,1594938383427567616,2022-11-28 17:01:55+00:00,[1597274599930359809],1597274599930359809,"🧸☁️.𝒮𝓌ℯℯ𝓉 ℊ𝒾𝓇𝓁, 𝓈𝒽ℯ'𝓈 𝓈ℴ 𝓈𝓂𝒶𝓁𝓁 𝒶𝓃𝒹 𝒹ℯ𝓁𝒾𝒸𝒶𝓉ℯ. 𝒯𝒾𝓃𝓎 𝒶𝓃𝒹 𝓈𝒾𝒸𝓀𝓁𝓎, ℯ𝓋ℯ𝓇𝓎ℴ𝓃ℯ 𝓌𝒶𝓃𝓉'𝓈 𝓉ℴ 𝓉𝒶𝓀ℯ 𝒸𝒶𝓇ℯ ℴ𝒻 𝒽ℯ𝓇. 𝒮𝒽ℯ'𝓈 𝓈ℴ 𝓁ℴ𝓋ℯ𝒹.🩰🤍

#Dreamspo #softcore #sweetcore #edtwt #thinspo #dolly #dollycore https://t.co/ScUhC2oG54"
81,1566675993145769985,2022-11-28 16:50:08+00:00,[1597271637736292352],1597271637736292352,"starving soft fruit, sweetest before we rot 🎀 #thinspo #edtwt https://t.co/a396xRDljE"
82,1586798038185648128,2022-11-28 16:38:22+00:00,[1597268675630800897],1597268675630800897,"I'd kill to look like them. I want to look dead
#thinspo #edtwt https://t.co/cOZmT7CR34"
83,1462040161164963840,2022-11-28 14:56:52+00:00,[1597243129211805696],1597243129211805696,"Looking for friends who are also fasting/losing weight 🎀

#edtwt #fasting #prolongedfasting #ed #thinspo"
84,1566211490377498624,2022-11-28 12:34:47+00:00,[1597207372954742784],1597207372954742784,"Her boots are handling for dear life Jesus christ
#ed #edtwt #thin #thinspo #fatty #fat #fatspo https://t.co/4W3QuoICCK https://t.co/tXO1Fe9abv"
85,1597165653248643072,2022-11-28 10:21:30+00:00,[1597173831818366978],1597173831818366978,"An intro!!♡ ||TW

&lt;3| little new to edtwt&amp;shtwt🎀
&lt;3| 13💗
&lt;3| 5’4 1/2🏩
&lt;3| 🇵🇭 + 🇺🇸 👛
&lt;3| rt thinspo &amp; meanspo💖

~ ♡ or ↺ for mooties 🤞~
➳ FOLLOWING BACK

tags~ ❧
#hellokitty #edtwt #shtwt #thinspo #intro #pink https://t.co/jzqFxTvPA1"
86,1583140764091138058,2022-11-28 10:00:42+00:00,[1597168598895951872],1597168598895951872,need this 🖤 #thinspo #edtwt #edtwtthread #edtwtdiet https://t.co/KdZa5rI4aE
87,1463756364128342018,2022-11-28 09:50:14+00:00,[1597165962515841025],1597165962515841025,"#edtwt #thinspo #malespo #proana
Found out I'm severely allergic to dairy. Maybe going vegan is actually worth it....."
88,1597140275264045056,2022-11-28 09:31:20+00:00,[1597161208049647616],1597161208049647616,"day today :3 

i binged a lil today :( i wish i was more restrictive bcs i just can’t stop eating. tips?

#edtwt #mealspo #thinspo https://t.co/pCMlkRTI1K"
89,1592731591247245317,2022-11-28 07:29:29+00:00,[1597130543547977728],1597130543547977728,good morning edtwt :) #edtwt #thinspo #ricecaketwt #anatwt #miatwt #thinsp0 #diet https://t.co/VxVt6OtsNP
90,1456588942569086978,2022-11-28 07:15:03+00:00,[1597126911360049152],1597126911360049152,im litterally only 1.4kg (3lbs) away from my second gw i cant wait! #edtwt #4na #thinspo #pro4nna #skinnytwt
91,1536815472724803584,2022-11-28 04:25:08+00:00,[1597084152247246848],1597084152247246848,hi thinspo twitter my friends said my hand looks like inspo so I wanted to share and get opinions #thinspo https://t.co/wre62BY0s6
92,1590880176396713985,2022-11-28 03:03:22+00:00,[1597063571518951426],1597063571518951426,♡Reasons to skip your next meal♡ a thread for me!! #edtwt #edtwtthread #ricecaketwt #thinspo https://t.co/Y8EEnPchSF
93,1596748893731008512,2022-11-28 02:39:47+00:00,[1597057636922380288],1597057636922380288,"aesthetic thinspo }
a thread &lt;3
rts are appreciated xx
#thinspo #thin #proana #edtwt #skinny #thinspoaesthetic #fatphobic #ana #mia #skinnygirls #thingirls #shtwt #hardedtwt #bonespo #pigspo #meanspo #normalspo #softthinspo #grungethinspo https://t.co/0krScjJzK4"
94,1597046694390403072,2022-11-28 02:08:05+00:00,[1597049660471795712],1597049660471795712,i’m starting my journey from today and i just wanted to ask do you lose weight when ur on your period. every time i starve myself like the other days during my period i lose 0 pounds :(( it makes me really mad and i binge eat #thinspo #meanspo #edtwt
95,1258459509883887616,2022-11-28 01:47:29+00:00,[1597044475250978816],1597044475250978816,"Hi! I’m new to edtwt so here’s my intro! 
♡ ︎Name: Sunny
♡ ︎she/her 
♡ ︎Current weight: 295 lbs 
♡ ︎Goal weight: 130 lbs 
♡ ︎Looking for plus sized moots who are also on this journey! 
♡ ︎Wanting tips and motivation! 

#edtwt #plussize #weightloss #thinspo #moots"
96,1566211490377498624,2022-11-28 01:26:08+00:00,[1597039105656791040],1597039105656791040,"I'm srry but fucc some tall ppl I'm currently  171 and 5'2"" my bmi is fucking 31.3 (no hate I promise) HNNNNH I wanna be tall😭
And sure go ahead put me in a fatspo..I kinda deserve it maybe it'll make me loose more weight quicker #ed #edtwt #edtumblr #thin #thinspo #fat #fatspo https://t.co/RkQJLjRJuJ"
97,1584242636495286272,2022-11-28 01:08:48+00:00,[1597034743056302080],1597034743056302080,This wonderful piece of art is titled “anorexia before after” #thinspo #bodygoals https://t.co/OfZPZN3eiP
98,1497265798519341061,2022-11-28 00:18:50+00:00,[1597022165836394496],1597022165836394496,"I wish…

#thinspo https://t.co/VuHznCVV0d"
0,1227958076747190275,2022-11-30 21:58:08+00:00,[1598073921311772672],1598073921311772672,"Replacing my meals with cigarettes.
And please don't say ""eww that's disgusting it's harms your lungs etc"" . I've been smoking unfortunately since a young age. I know I know. But rather be caught smoking than eating.
#ed #edtwt #edtwtthread #thin #thinspo #ana #Mia #nonpro https://t.co/BaNgdU9wfh"
1,1579704058989883392,2022-11-30 21:31:16+00:00,[1598067162962284544],1598067162962284544,7 day fast🫶 #edtwt #motivation #ed #ricecaketwt #edtwtdiet #thinspo https://t.co/E1czUg1fyI
2,1566547391561535488,2022-11-30 21:10:18+00:00,[1598061883361492994],1598061883361492994,"Never thinner, but always cold. 
🏷️ #thinspo https://t.co/rcbSgVKNMG"
3,1590733240352083969,2022-11-30 20:55:34+00:00,[1598058174984359936],1598058174984359936,watch me touch my bone #thinspo #nsfwtwt (when being a whore and skinny pride joins forces) https://t.co/fEayGOrYzZ
4,1475250769641230346,2022-11-30 20:05:39+00:00,[1598045614096666624],1598045614096666624,"My fav ariana thinspo thread 

#ari #thinspo #edtwt #edtwtthread #ariana #ArianaGrande #edtwtdiet #anatw https://t.co/Kax0V2wG3J"
5,772509080300744706,2022-11-30 19:08:14+00:00,[1598031163687591936],1598031163687591936,@creamyshart This is #thinspo
6,1403262011648131072,2022-11-30 18:46:53+00:00,[1598025792662999040],1598025792662999040,"Omad - 347 cals 
#edtwt #thinspo #ricecaketwt https://t.co/yZPSqDvMWE"
7,1488724273778860037,2022-11-30 18:44:51+00:00,[1598025279347519489],1598025279347519489,That waist I need immediately definition of perfect #edtwt #thinspo https://t.co/LU6IZgnUXG
8,1597791424724013056,2022-11-30 17:09:08+00:00,[1598001195083530240],1598001195083530240,"@LoliCongress ""In the 2010s there was a hashtag you'd see everywhere and now its permabanned on basically all sites #thinspo """
9,1591259978790232065,2022-11-30 16:13:58+00:00,[1597987307843637249],1597987307843637249,"put the fucking food down, it’s not worth it

🏷: thinspo thinspO #thinspO fitspo bonespO bonespo https://t.co/NIWUG18ocU"
10,1594106033529622528,2022-11-30 16:04:06+00:00,[1597984827546140672],1597984827546140672,Some random #thinspo I have saved https://t.co/op9Ru2Dix5
11,1597980815014916097,2022-11-30 15:56:28+00:00,[1597982907184087040],1597982907184087040,"I just want to be skinny again. Literally made this account to keep myself accountable. I am gonna update this everyday so yeah &lt;3

Sw - 83 kg 
Gw - 55kg

#proana #thinspo #anorexie"
12,1436812959121092612,2022-11-30 15:07:01+00:00,[1597970460607512577],1597970460607512577,"A fat friend just said fat phobia is just as bad as trans phobia and the struggle is the same, tbh I'm struggling with this statement but what's everyone's thoughts #edtwt #fatspo #thinspo"
13,1514823055607959553,2022-11-30 14:32:42+00:00,[1597961824938258434],1597961824938258434,so so obsessed #thinspo https://t.co/XQF43zy6dV
14,1591572008545968134,2022-11-30 13:59:09+00:00,[1597953383146881025],1597953383146881025,✨🌷My dream body🌷✨ #thinspo #bonespo #NAYOUNG https://t.co/e6TPXtttsk
15,1496288085348438017,2022-11-30 13:21:32+00:00,[1597943914287489025],1597943914287489025,any #edtwt fans of peep? how y’all feel abt this? #thinspo #ana https://t.co/gLLGRGo7rV
16,1530924651005739009,2022-11-30 11:33:04+00:00,[1597916620365926400],1597916620365926400,It’s way too early to be posting I’m really tired 😪 #thinspo #edtwt
17,980211566971940869,2022-11-30 11:32:56+00:00,[1597916586135822337],1597916586135822337,"Quick bc (: 
Collarbones ✨

#edtwt #anatwt #rexia #thinspo #ricecaketwt #weightloss #bodycheck #anaspo https://t.co/oBypvdPy6r"
18,1380506982591967232,2022-11-30 10:55:04+00:00,[1597907057188818945],1597907057188818945,i need more edtwt moots pls 🤭🤭 #ed #edtwt #zerocals #dietcoke #thinspo
19,1561123245218226178,2022-11-30 10:49:21+00:00,[1597905616156364801],1597905616156364801,"#thinspo #edtwtgc #edtwt #proana
any advice on how to keep having boobs while loosing a lot of weight?
any advice is appreciated."
20,1590733240352083969,2022-11-30 09:48:33+00:00,[1597890314991439875],1597890314991439875,i can behave however i want because i look like this #iammyownthinspo #skinny #thinspo #notfatandgross #thin #perfect #FABULOUS https://t.co/KXXzokR1Pi
21,1587376222698295296,2022-11-30 08:43:48+00:00,[1597874022817370113],1597874022817370113,Leg check. I kinda like how messed up they r but at the same time I wish I didnt have any scars. idk if my legs are phat or skinny #edtwt #thinspo https://t.co/ii96dTFX36
22,1570206710115233792,2022-11-30 08:40:11+00:00,[1597873112498204672],1597873112498204672,"#edtwt #thinspo 

TW// ED Thinspo

I feel so fat and I’ve only been eating 500 calories a day guys I’m trying my best to get thinner 😔💕 love you guys ❤️ https://t.co/WTej6xrzaz"
23,1556059300983963648,2022-11-30 08:34:11+00:00,[1597871602708144128],1597871602708144128,"tags 🏷️ 
#edtwt #ricecaketwt #thinspo #bonespo #3dtwt #allspo"
24,1597851633441964033,2022-11-30 07:41:53+00:00,[1597858441498079232],1597858441498079232,"Cold fingies from low iron 🖤
~
#edtwt #thinspo #sweetspo"
25,1597850295970791426,2022-11-30 07:31:07+00:00,[1597855729993805824],1597855729993805824,"♤small thinspo::
◇-Needing this amount of dedication rn T-T
#edtwt #thinspo https://t.co/tMHhggwXwA"
26,1586798038185648128,2022-11-30 06:45:40+00:00,[1597844294123290624],1597844294123290624,I hate how edtwt uses avespo as Thinspo and uses Thinspo as bonespo. Use correct pictures for fucks sake #thinspo #bonespo #avespo
27,1466830767598673923,2022-11-30 06:16:57+00:00,[1597837064526958594],1597837064526958594,"This is especially for CAMP, LAPD and the FBI...I sincerely wish you all to rot in hell...its too bad you don't look like this and want to believe a 57-year old faggot psychiatrist has a better body than me. You're a bunch of stupid, jealous fucks. #thinspo #psychopath https://t.co/Rs7fWcayyw"
28,1469025204915429380,2022-11-30 05:34:13+00:00,[1597826312055697410],1597826312055697410,Getting fat? Don’t eat simple #thinspo https://t.co/LcAjLTM1Mf
29,1500337023349149696,2022-11-30 04:39:09+00:00,[1597812455195148288],1597812455195148288,"Making an Ed gc on insta
Must be 14-19 yrs old
Insta is pro_skinny_
Dm on insta❤️#thinspo #edtwtthread #EdTwitter #Edtwttips"
30,1566806864880345090,2022-11-30 03:47:25+00:00,[1597799435823521792],1597799435823521792,Thinspo unicorn 🤔🤨 #thinspo #edtwt #edtwtdiet https://t.co/n2IWlVUgKS
31,1521096813859680256,2022-11-30 03:37:10+00:00,[1597796853873246209],1597796853873246209,"Think of hungry as it was an exercise, you are working hard to get skinny and hotter ✨️💜 the pain is the result of your effort, keep going!!!
#edtwt #thinspo #malespo"
32,1589039196068618241,2022-11-30 02:53:36+00:00,[1597785891677741057],1597785891677741057,I’m too shy &amp; disgusted with my body to post a pic of myself. Maybe if I post pics/vids of my scale ever few days to show the numbers dropping it will help encourage me to keep losing. So here goes nothing. (Its in lb.) #edtwt #3dtwt #thinspo #fatspo https://t.co/5hV5I60aXh
33,1565054295615094784,2022-11-30 02:04:53+00:00,[1597773632687964160],1597773632687964160,"ugh having a proana bf has saved my life. pro ana bfs&gt;&gt;

🏷~
#edtwt #proanabf #proana #promia #thinspo #thinsp0 #sweetspo #sweetsp0 #meanspo #meansp0 #ricecaketwt https://t.co/i3ZaPI2W6l"
34,1565054295615094784,2022-11-30 01:40:12+00:00,[1597767419355103234],1597767419355103234,"#edtwt intro for acc reset!!

♡ name: strawberry

♡ 19

♡ she/they

♡ bi

♡ anorexia &amp; bulimia

♡ GW: 90-100lbs

~like/retweet to be moots!!!~

🏷~ 
#thinspo #sweetspo #meanspo #proana #promia #sweetsp0 #meansp0 #thinsp0 #ricecaketwt"
35,1464976500499832844,2022-11-30 01:19:09+00:00,[1597762120594358272],1597762120594358272,"Why is loosing weight this hard 🥲
#edtwt #anatwt #ana #thinspo"
36,1485487037163606021,2022-11-29 23:43:31+00:00,[1597738052922720257],1597738052922720257,"LOOKINGFORBONES

An #edtwt thread from the LiveJournal user LOOKINGFORBONES. #thinspo #anamia #blkedtwt (2006 &amp; earlier)"
37,1095303308279828481,2022-11-29 23:09:36+00:00,[1597729520412680193],1597729520412680193,i need to fast for a blood test today ez way to not eat 😎anyway here’s some thinspo #thin #thinspo #edtwt https://t.co/07pUjrdrbq
38,1597716892592005125,2022-11-29 22:36:08+00:00,[1597721097704976386],1597721097704976386,"is the flavor worth the fat?
#ricecaketwt #thinspo"
39,1594095506589884418,2022-11-29 21:51:59+00:00,[1597709986356166656],1597709986356166656,"Why haven’t I lost weight😩😭
Bitch you haven’t shat in 3 days
#edtwt #meanspo #thinspo"
40,1597350491435909121,2022-11-29 21:19:19+00:00,[1597701763838009345],1597701763838009345,"🎀 not new to edtwt just relapsing !
🐇 18, black, 5’11, gw 120
🎀 allspo, dollcore, bimbofication
🐇 follow to be moots!
#edtwt #thinspo #fatspo https://t.co/7xPvcQHfiD"
41,1362153431767605252,2022-11-29 19:20:58+00:00,[1597671982275137536],1597671982275137536,"Heyyyy
Looking for moots on edtwt and shtwt!! Info's in my bio &lt;3

Not new to either of those, relapsed and came back (used to be on here 2 years ago)

Hoping this time I won't get s worded within 5 minutes :')

↻/♡ to be moots? 

#thinspo #edtwt #shtwt #styrofoamtwt #988twt"
42,1258537758005616640,2022-11-29 19:02:30+00:00,[1597667335082770432],1597667335082770432,we could eliminate “world hunger” by systematically conditioning poor people into аnоrехiсs #thinspo
43,1590499341168529408,2022-11-29 17:22:04+00:00,[1597642060743729158],1597642060743729158,her thigh gap😍 #edtwt #thinspo https://t.co/QuJrOoqArL
44,1524319975451860994,2022-11-29 17:13:30+00:00,[1597639903411830784],1597639903411830784,"Long as thinspo 🧵for edtwt 

#edtwt #thinspo #thinspothread https://t.co/YMcee1nQpr"
45,1526501130452480000,2022-11-29 16:26:27+00:00,[1597628062317043713],1597628062317043713,If VB is not ideal thinspo then I don't know what is #thinspo https://t.co/uqKLCNV3Fw
46,1526501130452480000,2022-11-29 16:07:43+00:00,[1597623348493979649],1597623348493979649,"Phoebe tonkin is perfect 😍😍
#thinspo #edtwt https://t.co/l6kBv18Mum"
47,1590366264630943744,2022-11-29 14:31:23+00:00,[1597599105223897089],1597599105223897089,"#thinspo #fatspo #edtwt bro nothing works to motivate me everytime I see thinspo my head go's ""you could be skinner they're not even that skinny"" and fatspo don't work either I just find it funny I'm actually dying here I need some extreme shit😭"
48,1463756364128342018,2022-11-29 14:30:31+00:00,[1597598889175314439],1597598889175314439,"#edtwt #thinspo #malespo #proana
Today's bad decision (I highly recommend if your vegan or can't do dairy) https://t.co/wtMAHPasWQ"
49,1528431282690002945,2022-11-29 14:16:06+00:00,[1597595258225037313],1597595258225037313,"down in ohio swag like ohio 
#edtwt #thinspo https://t.co/jWVwdE0Bbk"
50,1485487037163606021,2022-11-29 13:06:05+00:00,[1597577639409381380],1597577639409381380,"MIZZOURUNNER 

An #edtwt thread from the ThinPages user MIZZOURUNNER. #thinspo #anamia"
51,1466987310487154691,2022-11-29 12:20:34+00:00,[1597566186447077379],1597566186447077379,"becoming active again &lt;3 looking for some new moots 
- ‘05 (dni if under 15)
- sw: 220 (165 now) 
- she/her 
- twice stan !!!!! 

dni if not edtwt 
#edtwt #ricecale #fasting #thinspo omad 

↻ / ♡ to be moots"
52,1595477324744605698,2022-11-29 11:56:28+00:00,[1597560120451694592],1597560120451694592,"🩻 ;; masc and andro thinsp0/bonespo  thread —⁠☆
tags for reach 
[ #edtwtthread #edtwt #malespo #thinspo #bonespo #bonesp0 #thinsp0 #averagespo #fatspo ] https://t.co/cPaG273103"
53,1557379557426085891,2022-11-29 10:44:10+00:00,[1597541926944661504],1597541926944661504,"thanks for reading ヽ(≧∀≦)ﾉ☆
#edtwt #ricecrackertwt #edtwtthread #thinspo https://t.co/4EEWtBhv36"
54,1095303308279828481,2022-11-29 07:54:32+00:00,[1597499233497927683],1597499233497927683,the more i can see my bones stick out the happier i am :) #edtwt #thin #thinspo https://t.co/5bWgVnskS0
55,832291241429696512,2022-11-29 07:25:19+00:00,[1597491883407994880],1597491883407994880,"I haven't really bin losing weight the last week 🙄. I guess I've bin eating I bit more this week closer to 450 cal a day, also getting less exercise I've bin off work now.. cw 128lb #malethinspo #edtw #malespo #thinspo https://t.co/GkWm4OJSjK"
56,1590227671845244928,2022-11-29 06:47:45+00:00,[1597482429069266944],1597482429069266944,"-Sweetspo and thinspo allowed but  no meanspo, fatspo, or grosspo
-Inactive for 72hrs, you’re kicked
-15+
-Like, retweet, and dm me if you want to be added :)
#edtwt #ricecaketwt #thinspo"
57,1591783374536179713,2022-11-29 06:13:01+00:00,[1597473688361717760],1597473688361717760,"healthy very low cal meal ive been having is mozzarella cooked with spinach. i have a small amount. my mother makes it so i will find out exactly how she makes it, its very good for weight loss
#edtwt #thinspo #th1nsp0"
58,1591783374536179713,2022-11-29 06:09:09+00:00,[1597472714846937090],1597472714846937090,"recent foods:
carrot sticks, 25cal
puree fruit tubes, 50cal
baby tomatoes, 20cal
spinach and mozzarella, 50cal
cornflakes small bowl, 80cal
spoon of honey, 50cal
#edtwt #thinspo #th1nsp0"
59,1577503879830249474,2022-11-29 04:09:59+00:00,[1597442725598867456],1597442725598867456,Tags ⨾ #ricecaketwt #edtwt #ana #anatwt #thinspo #averagespo #meanspo #allspo #edtwtthread #edtwtthread #proana
60,1394836001965678592,2022-11-29 03:35:30+00:00,[1597434049194520577],1597434049194520577,anyone wanna do this diet with me??? pls 🙏🙏 #edtwt #diet #thinspo https://t.co/8U2lR2bE2b
61,1419028444822781953,2022-11-29 03:19:35+00:00,[1597430042035777539],1597430042035777539,#Thinspo #bonespo monster high diet #edtwtdiet https://t.co/oVk8PJG5Dk
62,1485487037163606021,2022-11-29 03:06:28+00:00,[1597426742213255168],1597426742213255168,"LITTLE_N0THING 

An #edtwt thread from the LiveJournal user LITTLE_N0THING. #thinspo #anamia"
63,1485487037163606021,2022-11-29 02:55:26+00:00,[1597423964116357120],1597423964116357120,"FLASHYBONZ 

An #edtwt thread from the LiveJournal user FLASHYBONZ. #thinspo #anamia"
64,1485636168276398082,2022-11-29 02:01:40+00:00,[1597410433757229057],1597410433757229057,"end of thread!! ♡ 
#edtwt #thinspo #miatwt #anatwt"
65,1527414439552630785,2022-11-29 01:42:01+00:00,[1597405486940565504],1597405486940565504,Slaying at track buttttttt my knee caps feel like they are going to explode #edtwt #meanspo #deathspo #thinspo #fatspo
66,1567849895947640834,2022-11-29 00:51:27+00:00,[1597392763016085505],1597392763016085505,WHY AM I NOT GETTING NOTICED ON EDTWT ANYMORE 😭😭😭 IK SOMETIMES I JUST DIE AND DONT POST BUT AAAAAAA EDTWT EDTWT!!! #EDTWT​#Thinspo​#proana​#promia​#thin #skinny #diet #dietculture #deathspo #bonespo #thinsporation #getskinny #workout #anorexic edtwt edtwt edtwt edtwt edtwt
67,1567849895947640834,2022-11-29 00:48:57+00:00,[1597392134814199808],1597392134814199808,"The only time I appreciate my slow metabolism, is when I stress - eat. I dont gain 😜
#slay #thinspo #tumblr #edtwt #bonespo #thighs #proana #promia #thin https://t.co/PVn0NMZz3z"
68,1380126826018693124,2022-11-29 00:45:01+00:00,[1597391144048295937],1597391144048295937,"Fuck dude my friends are all ordering pizza and I’m so hungry but there’s literally like 300 calories in 1 slice they’re gonna be asking why I’m not eating what do I do 
#edtwt #ricecaketwt #thinspo"
